customer_id,gender,age,age_group,occupation,married,customer_segment,credit_sco,balance,monthly_ir,tenure_ye,nums_card,nums_service,active_member,digital_behavior,engagement_score,engagement_category,is_highly_engaged,loyalty_level,customer_value,risk_score,risk_segment,current_churn_risk,exit,churn_status,customer_region
12022,Female,42,36-45,Office Worker / Civil Servant,1,Emerging,679,46482289,28000000,3,4,4,0,offline,27,Medium,0,Bronze,Medium Value,0.272,Low,High Risk,0,Active,West Midlands
12023,Female,38,36-45,Retired,1,Mass,658,3229690,9000000,1,3,2,1,mobile,60,High,1,Silver,Medium Value,0.2832,Low,Already Churned,1,Churned,South East
12024,Female,55,46-55,Accounting / Finance,2,Emerging,634,22028404,22000000,3,2,2,0,offline,14,Low,0,Bronze,Low Value,0.363,Low,High Risk,0,Active,Other UK Region
12025,Male,40,36-45,Student / Homemaker,1,Mass,658,11199121,10000000,0,1,4,1,mobile,72,High,1,Bronze,Medium Value,0.2412,Low,Medium Risk,0,Active,South East
12026,Female,63,56-65,Office Worker / Civil Servant,3,Emerging,692,39003941,20000000,1,2,4,0,offline,21,Medium,0,Bronze,Medium Value,0.2771,Low,High Risk,0,Active,West Midlands
12027,Female,42,36-45,Retired,1,Mass,672,7049219,8000000,0,2,3,0,offline,17,Low,0,Bronze,Low Value,0.3543,Low,High Risk,0,Active,North West
12028,Male,66,65+,Teacher / Lecturer,1,Emerging,700,50944264,22000000,2,3,2,0,offline,16,Low,0,Bronze,Low Value,0.2869,Low,High Risk,0,Active,East of England
12029,Female,34,26-35,Manager / Executive,0,Priority,742,167471830,123000000,3,4,4,0,offline,27,Medium,0,Bronze,Medium Value,0.1916,Low,High Risk,0,Active,South West
12030,Female,52,46-55,Retired,1,Emerging,673,18940712,16000000,0,2,1,1,mobile,65,High,1,Bronze,Medium Value,0.2454,Low,Medium Risk,0,Active,East Midlands
12031,Female,37,36-45,Manual Worker,0,Mass,603,3880734,10000000,0,3,4,1,mobile,66,High,1,Bronze,Medium Value,0.309,Low,Medium Risk,0,Active,South East
12032,Female,53,46-55,Manual Worker,1,Mass,613,28170533,11000000,3,2,5,0,offline,25,Medium,0,Bronze,Medium Value,0.3656,Low,High Risk,0,Active,Other UK Region
12033,Male,31,26-35,Teacher / Lecturer,1,Emerging,678,92705555,33000000,3,1,5,0,offline,22,Medium,0,Bronze,Medium Value,0.2422,Low,High Risk,0,Active,South East
12034,Female,31,26-35,Student / Homemaker,0,Mass,648,9763074,11000000,3,2,4,0,offline,21,Medium,0,Bronze,Medium Value,0.3558,Low,High Risk,0,Active,South East
12035,Male,42,36-45,Teacher / Lecturer,1,Emerging,658,15632412,27000000,0,4,4,1,mobile,78,High,1,Bronze,Medium Value,0.2032,Low,Medium Risk,0,Active,West Midlands
12036,Female,67,65+,Teacher / Lecturer,1,Emerging,782,64892708,19000000,1,3,3,0,offline,20,Low,0,Bronze,Medium Value,0.2775,Low,High Risk,0,Active,South East
12037,Female,29,26-35,Manager / Executive,0,Priority,719,39230956,77000000,3,5,7,0,offline,41,High,1,Silver,High Value,0.1716,Low,High Risk,0,Active,South East
12038,Female,72,65+,Accounting / Finance,1,Affluent,692,127673723,36000000,4,4,3,0,offline,23,Medium,0,Bronze,Medium Value,0.2433,Low,High Risk,0,Active,South East
12039,Male,53,46-55,Manager / Executive,0,Priority,712,222199233,109000000,4,2,8,0,offline,36,High,1,Silver,High Value,0.1381,Low,High Risk,0,Active,North West
12040,Female,66,65+,Retired,1,Emerging,630,29909232,24000000,3,1,1,0,offline,7,Low,0,Bronze,Low Value,0.3718,Low,High Risk,0,Active,East Midlands
12041,Male,48,46-55,Teacher / Lecturer,0,Emerging,636,37274788,22000000,2,1,2,0,offline,10,Low,0,Bronze,Low Value,0.3547,Low,High Risk,0,Active,South East
12042,Male,50,46-55,Manual Worker,1,Emerging,664,6647893,17000000,0,3,3,0,offline,20,Low,0,Bronze,Medium Value,0.345,Low,High Risk,0,Active,South East
12043,Female,44,36-45,Small Business Owner,1,Priority,762,31841998,83000000,0,4,4,1,mobile,82,High,1,Bronze,High Value,0.1066,Low,Medium Risk,0,Active,South East
12044,Female,43,36-45,Business / Sales,1,Emerging,676,33490813,22000000,2,1,1,0,offline,7,Low,0,Bronze,Low Value,0.3285,Low,High Risk,0,Active,South East
12045,Female,59,56-65,Accounting / Finance,1,Emerging,706,50989367,23000000,2,1,4,0,offline,18,Low,0,Bronze,Low Value,0.2599,Low,High Risk,0,Active,South East
12046,Male,34,26-35,Student / Homemaker,0,Mass,670,2790680,4000000,3,4,3,0,offline,23,Medium,0,Bronze,Medium Value,0.3755,Low,Already Churned,1,Churned,East of England
12047,Female,48,46-55,Teacher / Lecturer,1,Emerging,684,72678408,27000000,3,5,6,1,mobile,82,High,1,Gold,High Value,0.1336,Low,Low Risk,0,Active,East Midlands
12048,Male,29,26-35,Engineer / IT Professional,1,Affluent,667,53753546,47000000,0,5,5,1,mobile,87,High,1,Bronze,High Value,0.1268,Low,Medium Risk,0,Active,South East
12049,Female,32,26-35,Accounting / Finance,1,Mass,673,7808937,14000000,1,3,1,0,offline,13,Low,0,Bronze,Low Value,0.365,Low,Already Churned,1,Churned,South West
12050,Female,46,46-55,Engineer / IT Professional,1,Affluent,707,13401199,50000000,1,5,8,0,offline,45,High,1,Silver,Medium Value,0.172,Low,High Risk,0,Active,West Midlands
12051,Male,39,36-45,Manager / Executive,1,Priority,764,64648833,94000000,3,5,3,0,offline,26,Medium,0,Bronze,Medium Value,0.2155,Low,High Risk,0,Active,West Midlands
12052,Male,44,36-45,Teacher / Lecturer,1,Emerging,672,20193171,24000000,2,1,5,0,offline,22,Medium,0,Bronze,Medium Value,0.2846,Low,High Risk,0,Active,South East
12053,Female,36,36-45,Student / Homemaker,2,Mass,657,26430410,11000000,3,2,8,1,mobile,83,High,1,Gold,Medium Value,0.1798,Low,Low Risk,0,Active,North East
12054,Male,57,56-65,Engineer / IT Professional,1,Affluent,643,89515139,48000000,2,2,3,0,offline,17,Low,0,Bronze,Low Value,0.2726,Low,High Risk,0,Active,South East
12055,Female,32,26-35,Manual Worker,1,Mass,653,33234870,13000000,4,1,1,0,offline,7,Low,0,Bronze,Low Value,0.3696,Low,High Risk,0,Active,South East
12056,Male,81,65+,Teacher / Lecturer,1,Emerging,755,37336420,20000000,4,3,6,0,offline,31,Medium,0,Bronze,Medium Value,0.2447,Low,High Risk,0,Active,London
12057,Female,71,65+,Accounting / Finance,1,Affluent,581,42097923,37000000,2,2,1,0,offline,10,Low,0,Bronze,Low Value,0.3907,Low,High Risk,0,Active,South East
12058,Female,55,46-55,Business / Sales,1,Emerging,659,41078182,34000000,3,3,3,0,offline,20,Low,0,Bronze,Medium Value,0.294,Low,High Risk,0,Active,South East
12059,Male,31,26-35,Engineer / IT Professional,0,Affluent,733,160091753,53000000,3,3,8,1,mobile,94,High,1,Gold,High Value,0.0371,Low,Low Risk,0,Active,West Midlands
12060,Male,44,36-45,Accounting / Finance,1,Emerging,672,18667059,28000000,0,2,5,1,mobile,78,High,1,Bronze,Medium Value,0.1725,Low,Medium Risk,0,Active,South East
12061,Male,56,56-65,Office Worker / Civil Servant,1,Emerging,564,10126323,15000000,1,3,3,0,offline,20,Low,0,Bronze,Medium Value,0.4439,Medium,High Risk,0,Active,South East
12062,Female,64,56-65,Engineer / IT Professional,1,Priority,714,58048465,60000000,0,3,6,1,mobile,77,High,1,Bronze,High Value,0.0743,Low,Medium Risk,0,Active,South East
12063,Female,64,56-65,Accounting / Finance,2,Emerging,747,16146754,27000000,0,1,6,0,offline,26,Medium,0,Bronze,Medium Value,0.2408,Low,High Risk,0,Active,South East
12064,Male,60,56-65,Office Worker / Civil Servant,2,Emerging,697,27620108,25000000,1,4,1,0,offline,16,Low,0,Bronze,Low Value,0.3038,Low,High Risk,0,Active,North West
12065,Female,26,26-35,Business / Sales,1,Emerging,688,7410043,20000000,1,2,4,0,offline,21,Medium,0,Bronze,Medium Value,0.3012,Low,High Risk,0,Active,South East
12066,Female,35,26-35,Small Business Owner,1,Affluent,740,40016908,53000000,1,2,3,0,offline,17,Low,0,Bronze,Low Value,0.2213,Low,High Risk,0,Active,North East
12067,Male,60,56-65,Accounting / Finance,1,Emerging,670,55665883,18000000,4,2,4,0,offline,21,Medium,0,Bronze,Medium Value,0.2988,Low,High Risk,0,Active,East of England
12068,Female,39,36-45,Business / Sales,1,Emerging,578,34852487,21000000,2,2,3,0,offline,17,Low,0,Bronze,Low Value,0.403,Medium,High Risk,0,Active,East of England
12069,Male,52,46-55,Retired,0,Emerging,678,66914284,25000000,3,5,1,0,offline,19,Low,0,Bronze,Low Value,0.3121,Low,High Risk,0,Active,South East
12070,Female,83,65+,Retired,1,Emerging,722,44000512,19000000,1,4,5,0,offline,31,Medium,0,Bronze,Medium Value,0.2572,Low,High Risk,0,Active,South East
12071,Female,39,36-45,Small Business Owner,0,Priority,725,176348634,105000000,3,3,8,0,offline,39,High,1,Silver,High Value,0.1409,Low,High Risk,0,Active,South East
12072,Female,66,65+,Accounting / Finance,1,Emerging,654,44863401,29000000,3,3,3,0,offline,20,Low,0,Bronze,Medium Value,0.3079,Low,Already Churned,1,Churned,East of England
12073,Male,53,46-55,Manager / Executive,1,Priority,752,165280842,102000000,0,5,8,0,offline,45,High,1,Bronze,High Value,0.1417,Low,High Risk,0,Active,South East
12074,Male,90,65+,Student / Homemaker,2,Mass,625,10685874,3000000,2,4,4,0,offline,27,Medium,0,Bronze,Medium Value,0.3938,Low,High Risk,0,Active,London
12075,Male,53,46-55,Accounting / Finance,1,Emerging,615,17865095,18000000,1,2,1,0,offline,10,Low,0,Bronze,Low Value,0.4051,Medium,Already Churned,1,Churned,South East
12076,Female,40,36-45,Student / Homemaker,1,Mass,639,13613355,7000000,0,2,2,1,mobile,68,High,1,Bronze,Medium Value,0.2888,Low,Medium Risk,0,Active,South East
12077,Male,48,46-55,Engineer / IT Professional,1,Affluent,694,83576348,46000000,3,2,2,0,offline,14,Low,0,Bronze,Low Value,0.2389,Low,High Risk,0,Active,North West
12078,Female,34,26-35,Manual Worker,0,Mass,692,21245095,9000000,4,2,2,0,offline,14,Low,0,Bronze,Low Value,0.3315,Low,High Risk,0,Active,Other UK Region
12079,Male,59,56-65,Teacher / Lecturer,1,Emerging,722,23279523,26000000,0,5,2,0,offline,22,Medium,0,Bronze,Medium Value,0.2884,Low,Already Churned,1,Churned,South East
12080,Female,42,36-45,Accounting / Finance,0,Emerging,674,21005732,29000000,2,2,3,0,offline,17,Low,0,Bronze,Low Value,0.2971,Low,High Risk,0,Active,South East
12081,Female,48,46-55,Engineer / IT Professional,1,Affluent,550,38661246,42000000,3,2,4,0,offline,21,Medium,0,Bronze,Medium Value,0.3752,Low,High Risk,0,Active,Other UK Region
12082,Male,68,65+,Engineer / IT Professional,1,Affluent,688,100352232,56000000,3,2,1,0,offline,10,Low,0,Bronze,Low Value,0.2472,Low,High Risk,0,Active,East Midlands
12083,Male,33,26-35,Accounting / Finance,0,Emerging,608,39050655,28000000,3,1,4,0,offline,18,Low,0,Bronze,Low Value,0.3451,Low,High Risk,0,Active,West Midlands
12084,Male,64,56-65,Small Business Owner,1,Priority,765,138358795,128000000,0,3,5,1,mobile,83,High,1,Bronze,High Value,0.0764,Low,Medium Risk,0,Active,South East
12085,Male,30,26-35,Engineer / IT Professional,0,Affluent,687,68787958,37000000,1,2,3,0,offline,17,Low,0,Bronze,Low Value,0.2538,Low,High Risk,0,Active,London
12086,Female,46,46-55,Retired,1,Mass,666,10064051,7000000,3,4,2,0,offline,20,Low,0,Bronze,Medium Value,0.3705,Low,Already Churned,1,Churned,South East
12087,Male,55,46-55,Engineer / IT Professional,2,Affluent,773,82455145,44000000,4,5,2,0,offline,22,Medium,0,Bronze,Medium Value,0.2371,Low,High Risk,0,Active,South East
12088,Male,60,56-65,Accounting / Finance,1,Emerging,660,11615213,26000000,1,1,3,0,offline,14,Low,0,Bronze,Low Value,0.3242,Low,Already Churned,1,Churned,East Midlands
12089,Female,34,26-35,Manager / Executive,0,Priority,680,86406549,65000000,1,2,6,0,offline,28,Medium,0,Bronze,Medium Value,0.1945,Low,High Risk,0,Active,Other UK Region
12090,Female,83,65+,Teacher / Lecturer,0,Emerging,674,91700773,17000000,3,1,2,0,offline,10,Low,0,Bronze,Low Value,0.3158,Low,High Risk,0,Active,West Midlands
12091,Male,55,46-55,Manual Worker,2,Emerging,631,17197947,16000000,1,3,3,0,offline,20,Low,0,Bronze,Medium Value,0.3685,Low,Already Churned,1,Churned,East of England
12092,Female,61,56-65,Manual Worker,1,Mass,607,13128464,11000000,2,1,1,0,offline,7,Low,0,Bronze,Low Value,0.4308,Medium,Already Churned,1,Churned,East of England
12093,Female,55,46-55,Retired,1,Mass,725,33130721,14000000,4,5,1,0,offline,19,Low,0,Bronze,Low Value,0.3206,Low,High Risk,0,Active,East of England
12094,Female,34,26-35,Small Business Owner,1,Affluent,747,87657641,51000000,2,1,4,0,offline,18,Low,0,Bronze,Low Value,0.1994,Low,High Risk,0,Active,North West
12095,Female,38,36-45,Small Business Owner,1,Affluent,679,40630041,56000000,2,4,4,1,mobile,76,High,1,Silver,High Value,0.1246,Low,Low Risk,0,Active,South East
12096,Male,71,65+,Office Worker / Civil Servant,3,Emerging,782,47944126,20000000,0,4,5,1,mobile,79,High,1,Bronze,High Value,0.1491,Low,Medium Risk,0,Active,West Midlands
12097,Female,72,65+,Office Worker / Civil Servant,3,Mass,656,22349550,12000000,0,2,3,0,offline,17,Low,0,Bronze,Low Value,0.3484,Low,High Risk,0,Active,South East
12098,Female,27,26-35,Office Worker / Civil Servant,0,Mass,687,22071541,13000000,0,2,1,0,offline,10,Low,0,Bronze,Low Value,0.3405,Low,Already Churned,1,Churned,South East
12099,Female,59,56-65,Business / Sales,1,Emerging,681,32691782,22000000,3,2,3,0,offline,17,Low,0,Bronze,Low Value,0.2988,Low,Already Churned,1,Churned,London
12100,Male,45,36-45,Engineer / IT Professional,1,Affluent,743,76198729,59000000,1,3,8,1,mobile,85,High,1,Silver,High Value,0.0461,Low,Low Risk,0,Active,North East
12101,Female,54,46-55,Office Worker / Civil Servant,3,Emerging,715,81973236,25000000,4,2,1,0,offline,10,Low,0,Bronze,Low Value,0.2877,Low,High Risk,0,Active,East Midlands
12102,Female,50,46-55,Office Worker / Civil Servant,1,Emerging,649,30620162,26000000,4,1,2,0,offline,10,Low,0,Bronze,Low Value,0.3361,Low,High Risk,0,Active,South East
12103,Female,50,46-55,Accounting / Finance,0,Emerging,686,58973559,32000000,4,3,6,0,offline,31,Medium,0,Bronze,Medium Value,0.2291,Low,High Risk,0,Active,North East
12104,Female,36,36-45,Business / Sales,0,Emerging,759,10692126,19000000,1,1,1,0,offline,7,Low,0,Bronze,Low Value,0.3242,Low,High Risk,0,Active,South East
12105,Male,65,56-65,Manual Worker,1,Mass,632,12396424,14000000,0,2,3,1,mobile,63,High,1,Bronze,Medium Value,0.2705,Low,Medium Risk,0,Active,South East
12106,Female,40,36-45,Accounting / Finance,1,Emerging,741,45977870,23000000,3,5,1,0,offline,19,Low,0,Bronze,Low Value,0.2987,Low,High Risk,0,Active,London
12107,Female,45,36-45,Manager / Executive,1,Priority,708,41623904,90000000,1,5,5,0,offline,34,Medium,0,Bronze,Medium Value,0.1959,Low,High Risk,0,Active,North East
12108,Male,37,36-45,Student / Homemaker,0,Mass,630,31312297,8000000,2,1,3,0,offline,14,Low,0,Bronze,Low Value,0.3783,Low,Already Churned,1,Churned,East of England
12109,Female,48,46-55,Student / Homemaker,1,Mass,598,7488655,9000000,0,2,7,1,mobile,75,High,1,Bronze,Medium Value,0.2705,Low,Already Churned,1,Churned,East Midlands
12110,Male,32,26-35,Business / Sales,1,Emerging,639,27872282,30000000,2,2,1,0,offline,10,Low,0,Bronze,Low Value,0.3517,Low,High Risk,0,Active,South East
12111,Male,40,36-45,Manual Worker,0,Mass,642,10734259,12000000,2,4,5,0,offline,31,Medium,0,Bronze,Medium Value,0.3462,Low,High Risk,0,Active,East Midlands
12112,Male,65,56-65,Engineer / IT Professional,1,Affluent,634,69119230,49000000,2,3,8,0,offline,39,High,1,Silver,High Value,0.2202,Low,High Risk,0,Active,South West
12113,Female,34,26-35,Small Business Owner,1,Priority,722,37396581,73000000,1,2,3,1,mobile,67,High,1,Silver,High Value,0.1171,Low,Low Risk,0,Active,South East
12114,Male,59,56-65,Student / Homemaker,1,Mass,657,10496368,10000000,0,1,4,0,offline,18,Low,0,Bronze,Low Value,0.348,Low,Already Churned,1,Churned,South East
12115,Male,32,26-35,Accounting / Finance,1,Emerging,676,50157829,17000000,1,1,5,0,offline,22,Medium,0,Bronze,Medium Value,0.2836,Low,High Risk,0,Active,South East
12116,Female,39,36-45,Engineer / IT Professional,1,Affluent,666,116398162,37000000,2,3,2,0,offline,16,Low,0,Bronze,Low Value,0.2809,Low,High Risk,0,Active,South East
12117,Male,39,36-45,Manual Worker,0,Mass,608,15194976,12000000,2,2,1,0,offline,10,Low,0,Bronze,Low Value,0.426,Medium,Already Churned,1,Churned,South East
12118,Male,63,56-65,Business / Sales,1,Emerging,672,33314993,29000000,1,5,3,0,offline,26,Medium,0,Bronze,Medium Value,0.2935,Low,High Risk,0,Active,South East
12119,Male,72,65+,Office Worker / Civil Servant,1,Emerging,664,40571642,29000000,1,2,4,0,offline,21,Medium,0,Bronze,Medium Value,0.2867,Low,Already Churned,1,Churned,South East
12120,Male,43,36-45,Small Business Owner,1,Priority,718,76299154,109000000,0,5,7,0,offline,41,High,1,Bronze,High Value,0.1635,Low,High Risk,0,Active,East of England
12121,Male,32,26-35,Student / Homemaker,0,Mass,667,9471290,6000000,4,1,2,1,mobile,66,High,1,Gold,Medium Value,0.2672,Low,Low Risk,0,Active,North East
12122,Female,41,36-45,Small Business Owner,1,Priority,743,231367972,128000000,2,4,5,0,offline,31,Medium,0,Bronze,Medium Value,0.1752,Low,High Risk,0,Active,East of England
12123,Male,42,36-45,Business / Sales,1,Emerging,671,21142766,18000000,2,4,1,0,offline,16,Low,0,Bronze,Low Value,0.347,Low,High Risk,0,Active,West Midlands
12124,Female,40,36-45,Retired,1,Mass,718,5399659,11000000,2,3,4,0,offline,24,Medium,0,Bronze,Medium Value,0.311,Low,High Risk,0,Active,South West
12125,Male,45,36-45,Accounting / Finance,3,Emerging,669,35138131,33000000,1,4,2,0,offline,20,Low,0,Bronze,Medium Value,0.3004,Low,High Risk,0,Active,South East
12126,Male,37,36-45,Engineer / IT Professional,1,Affluent,688,39879550,43000000,3,3,6,1,mobile,75,High,1,Gold,High Value,0.1049,Low,Low Risk,0,Active,South East
12127,Female,33,26-35,Student / Homemaker,0,Mass,651,9195729,10000000,1,2,1,0,offline,10,Low,0,Bronze,Low Value,0.3931,Low,Already Churned,1,Churned,South East
12128,Female,27,26-35,Business / Sales,0,Emerging,621,15651563,23000000,2,1,1,0,offline,7,Low,0,Bronze,Low Value,0.3907,Low,High Risk,0,Active,South West
12129,Male,62,56-65,Manager / Executive,0,Priority,750,327365349,112000000,1,1,3,0,offline,14,Low,0,Bronze,Low Value,0.196,Low,High Risk,0,Active,South East
12130,Male,50,46-55,Office Worker / Civil Servant,1,Emerging,637,10753804,15000000,1,4,1,0,offline,16,Low,0,Bronze,Low Value,0.3952,Low,Already Churned,1,Churned,East of England
12131,Female,57,56-65,Teacher / Lecturer,1,Emerging,607,36794271,27000000,3,3,3,0,offline,20,Low,0,Bronze,Medium Value,0.3613,Low,High Risk,0,Active,South East
12132,Female,54,46-55,Accounting / Finance,3,Emerging,726,67063558,33000000,1,1,4,0,offline,18,Low,0,Bronze,Low Value,0.2366,Low,High Risk,0,Active,South East
12133,Female,46,46-55,Teacher / Lecturer,2,Emerging,690,18605360,20000000,3,1,1,0,offline,7,Low,0,Bronze,Low Value,0.3256,Low,High Risk,0,Active,South East
12134,Male,45,36-45,Engineer / IT Professional,1,Affluent,740,16449118,43000000,0,2,1,1,mobile,55,High,1,Bronze,Medium Value,0.1661,Low,Medium Risk,0,Active,South East
12135,Male,83,65+,Engineer / IT Professional,1,Affluent,685,27335213,38000000,0,3,2,1,mobile,65,High,1,Bronze,Medium Value,0.1724,Low,Medium Risk,0,Active,West Midlands
12136,Male,40,36-45,Accounting / Finance,1,Emerging,672,12850690,20000000,1,2,4,0,offline,21,Medium,0,Bronze,Medium Value,0.3105,Low,High Risk,0,Active,West Midlands
12137,Male,48,46-55,Business / Sales,1,Emerging,659,53493471,17000000,4,3,3,0,offline,20,Low,0,Bronze,Medium Value,0.3248,Low,High Risk,0,Active,South East
12138,Female,42,36-45,Engineer / IT Professional,1,Priority,777,170587869,73000000,3,4,3,0,offline,23,Medium,0,Bronze,Medium Value,0.2038,Low,High Risk,0,Active,South East
12139,Female,35,26-35,Engineer / IT Professional,1,Emerging,659,65444929,34000000,4,2,4,0,offline,21,Medium,0,Bronze,Medium Value,0.2759,Low,High Risk,0,Active,East Midlands
12140,Male,90,65+,Manager / Executive,1,Priority,729,124646465,65000000,3,4,5,0,offline,31,Medium,0,Bronze,Medium Value,0.1826,Low,High Risk,0,Active,South East
12141,Female,56,56-65,Business / Sales,1,Affluent,635,135443551,40000000,2,1,4,0,offline,18,Low,0,Bronze,Low Value,0.2791,Low,High Risk,0,Active,South East
12142,Male,39,36-45,Manual Worker,1,Emerging,659,7529739,17000000,2,2,3,0,offline,17,Low,0,Bronze,Low Value,0.3485,Low,Already Churned,1,Churned,South East
12143,Female,36,36-45,Engineer / IT Professional,1,Affluent,788,118578507,39000000,2,2,1,0,offline,10,Low,0,Bronze,Low Value,0.2552,Low,High Risk,0,Active,South East
12144,Female,59,56-65,Teacher / Lecturer,1,Emerging,716,36199633,24000000,1,2,2,0,offline,14,Low,0,Bronze,Low Value,0.287,Low,High Risk,0,Active,South East
12145,Male,67,65+,Business / Sales,0,Emerging,665,69869242,27000000,3,1,1,0,offline,7,Low,0,Bronze,Low Value,0.3206,Low,High Risk,0,Active,North East
